Date,^TWII
2006-08-24,6550.615234375
2006-08-25,6526.1953125
2006-08-28,6444.7353515625
2006-08-29,6479.8857421875
2006-08-30,6587.09521484375
2006-08-31,6611.7451171875
2006-09-01,6651.4345703125
2006-09-04,6750.75390625
2006-09-05,6734.7041015625
2006-09-06,6688.3740234375
2006-09-07,6685.2041015625
2006-09-08,6693.083984375
2006-09-11,6693.85400390625
2006-09-12,6625.70458984375
2006-09-13,6664.8447265625
2006-09-14,6598.84521484375
2006-09-15,6681.064453125
2006-09-18,6882.4541015625
2006-09-19,6881.84423828125
2006-09-20,6877.744140625
2006-09-21,6889.8642578125
2006-09-22,6885.57421875
2006-09-25,6911.18408203125
2006-09-26,6901.72412109375
2006-09-27,6946.244140625
2006-09-28,6885.09423828125
2006-09-29,6883.02392578125
2006-10-02,6960.92431640625
2006-10-03,6956.85400390625
2006-10-04,6874.9541015625
2006-10-05,6997.21435546875
2006-10-09,6997.21435546875
2006-10-11,7006.64404296875
2006-10-12,6984.55419921875
2006-10-13,7068.77392578125
2006-10-16,7151.39306640625
2006-10-17,7075.103515625
2006-10-18,7017.57421875
2006-10-19,6995.80419921875
2006-10-20,7039.34423828125
2006-10-23,7040.23388671875
2006-10-24,7097.3935546875
2006-10-25,7059.8642578125
2006-10-26,7080.8134765625
2006-10-27,7086.7138671875
2006-10-30,6995.17431640625
2006-10-31,7021.2939453125
2006-11-01,7013.96435546875
2006-11-02,7078.07373046875
2006-11-03,7161.5830078125
2006-11-06,7120.4130859375
2006-11-07,7184.62255859375
2006-11-08,7178.3125
2006-11-09,7151.10302734375
2006-11-10,7174.1728515625
2006-11-13,7136.033203125
2006-11-14,7204.0126953125
2006-11-15,7236.82275390625
2006-11-16,7257.4521484375
2006-11-17,7259.51220703125
2006-11-20,7261.4521484375
2006-11-21,7309.662109375
2006-11-22,7348.7421875
2006-11-23,7384.662109375
2006-11-24,7427.33203125
2006-11-27,7498.1220703125
2006-11-28,7444.912109375
2006-11-29,7474.162109375
2006-11-30,7567.69140625
2006-12-01,7613.541015625
2006-12-04,7646.98095703125
2006-12-05,7609.87109375
2006-12-06,7693.30126953125
2006-12-07,7686.4912109375
2006-12-08,7636.27099609375
2006-12-11,7612.09130859375
2006-12-12,7458.5322265625
2006-12-13,7450.27197265625
2006-12-14,7480.38232421875
2006-12-15,7538.79150390625
2006-12-18,7624.59130859375
2006-12-19,7598.85107421875
2006-12-20,7648.3212890625
2006-12-21,7620.9111328125
2006-12-22,7652.44140625
2006-12-25,7646.78125
2006-12-26,7727.56103515625
2006-12-27,7733.1513671875
2006-12-28,7732.9013671875
2006-12-29,7823.69091796875
2007-01-02,7920.76953125
2007-01-03,7917.26953125
2007-01-04,7934.4794921875
2007-01-05,7835.54052734375
2007-01-08,7736.68115234375
2007-01-09,7789.98095703125
2007-01-10,7698.4912109375
2007-01-11,7618.52099609375
2007-01-12,7761.68115234375
2007-01-15,7783.47119140625
2007-01-16,7792.05126953125
2007-01-17,7833.95068359375
2007-01-18,7895.14990234375
2007-01-19,7840.05078125
2007-01-22,7842.44091796875
2007-01-23,7852.330078125
2007-01-24,7935.509765625
2007-01-25,7923.73974609375
2007-01-26,7821.29052734375
2007-01-29,7751.76123046875
2007-01-30,7739.88134765625
2007-01-31,7699.611328125
2007-02-01,7701.51123046875
2007-02-02,7777.0009765625
2007-02-05,7783.09130859375
2007-02-06,7875.72021484375
2007-02-07,7850.03076171875
2007-02-08,7842.19091796875
2007-02-09,7859.5
2007-02-12,7776.3310546875
2007-02-13,7736.80126953125
2007-02-14,7809.42138671875
2007-02-26,7900.169921875
2007-02-27,7901.9296875
2007-03-01,7678.64111328125
2007-03-02,7670.7412109375
2007-03-05,7344.5322265625
2007-03-06,7451.0322265625
2007-03-07,7480.8623046875
2007-03-08,7573.84130859375
2007-03-09,7568.17138671875
2007-03-12,7629.12109375
2007-03-13,7683.97119140625
2007-03-14,7570.2412109375
2007-03-15,7695.93115234375
2007-03-16,7719.77099609375
2007-03-19,7737.43115234375
2007-03-20,7736.17138671875
2007-03-21,7757.0009765625
2007-03-22,7823.640625
2007-03-23,7859.2900390625
2007-03-26,7877.78955078125
2007-03-27,7845.140625
2007-03-28,7788.111328125
2007-03-29,7848.30078125
2007-03-30,7884.3798828125
2007-04-02,7884.9599609375
2007-04-03,7932.8798828125
2007-04-04,8004.5791015625
2007-04-09,8056.529296875
2007-04-10,8048.359375
2007-04-11,8084.41943359375
2007-04-12,8075.16943359375
2007-04-13,8002.26904296875
2007-04-16,8043.50927734375
2007-04-17,7959.259765625
2007-04-18,8003.279296875
2007-04-19,7888.599609375
2007-04-20,7942.6396484375
2007-04-23,8010.42919921875
2007-04-24,8044.97900390625
2007-04-25,7984.619140625
2007-04-26,8000.00927734375
2007-04-27,7949.3896484375
2007-04-30,7875.39013671875
2007-05-02,7903.009765625
2007-05-03,7926.6298828125
2007-05-04,8066.029296875
2007-05-07,8115.2392578125
2007-05-08,8095.80908203125
2007-05-09,8052.66943359375
2007-05-10,8096.8291015625
2007-05-11,8031.50927734375
2007-05-14,8030.529296875
2007-05-15,7974.99951171875
2007-05-16,7988.5390625
2007-05-17,8037.92919921875
2007-05-18,8034.109375
2007-05-21,8141.55908203125
2007-05-22,8188.59912109375
2007-05-23,8221.7578125
2007-05-24,8216.3779296875
2007-05-25,8159.939453125
2007-05-28,8156.7890625
2007-05-29,8181.45947265625
2007-05-30,8147.30908203125
2007-05-31,8144.91943359375
2007-06-01,8249.8681640625
2007-06-04,8294.7578125
2007-06-05,8303.9580078125
2007-06-06,8314.6474609375
2007-06-07,8355.2275390625
2007-06-08,8300.677734375
2007-06-11,8338.84765625
2007-06-12,8370.2275390625
2007-06-13,8346.357421875
2007-06-14,8450.6875
2007-06-15,8573.607421875
2007-06-20,8755.84765625
2007-06-21,8851.9580078125
2007-06-22,8846.357421875
2007-06-25,8939.1572265625
2007-06-26,8865.7177734375
2007-06-27,8844.1875
2007-06-28,8892.796875
2007-06-29,8883.1767578125
2007-07-02,8939.45703125
2007-07-03,8996.1669921875
2007-07-04,9068.9462890625
2007-07-05,9148.74609375
2007-07-06,9188.275390625
2007-07-09,9369.8056640625
2007-07-10,9384.6962890625
2007-07-11,9290.916015625
2007-07-12,9354.3759765625
2007-07-13,9471.2646484375
2007-07-16,9417.2861328125
2007-07-17,9509.6953125
2007-07-18,9485.314453125
2007-07-19,9473.2744140625
2007-07-20,9585.8642578125
2007-07-23,9621.5341796875
2007-07-24,9744.0224609375
2007-07-25,9740.0927734375
2007-07-26,9566.3837890625
2007-07-27,9162.24609375
2007-07-30,9072.5361328125
2007-07-31,9287.2158203125
2007-08-01,8891.8466796875
2007-08-02,8950.537109375
2007-08-03,9057.7861328125
2007-08-06,8941.697265625
2007-08-07,8862.27734375
2007-08-08,9099.42578125
2007-08-09,9182.5654296875
2007-08-10,8931.2763671875
2007-08-13,8938.9267578125
2007-08-14,8910.95703125
2007-08-15,8593.0078125
2007-08-16,8201.337890625
2007-08-17,8090.25927734375
2007-08-20,8515.5673828125
2007-08-21,8479.0478515625
2007-08-22,8493.427734375
2007-08-23,8732.8076171875
2007-08-24,8690.0576171875
2007-08-27,8718.27734375
2007-08-28,8727.517578125
2007-08-29,8643.2880859375
2007-08-30,8771.177734375
2007-08-31,8982.126953125
2007-09-03,8979.9267578125
2007-09-04,8922.947265625
2007-09-05,8913.81640625
2007-09-06,9017.046875
2007-09-07,9018.046875
2007-09-10,8937.546875
2007-09-11,9003.0869140625
2007-09-12,9018.0869140625
2007-09-13,8927.38671875
2007-09-14,9031.5966796875
2007-09-17,8899.876953125
2007-09-18,8899.876953125
2007-09-19,8926.3466796875
2007-09-20,8982.9970703125
2007-09-21,9105.24609375
2007-09-26,9257.435546875
2007-09-27,9413.6162109375
2007-09-28,9411.916015625
2007-10-01,9488.46484375
2007-10-02,9623.2138671875
2007-10-03,9700.033203125
